onset	duration	trial_type	item	key	RT
0.0022436830004153308	14	SelfHarmOther	4	3	0.739
17.379373692998342	14	SelfHarmOther	24	4	0.878
32.369133289001184	14	SelfHarmOther	28	3	0.693
51.02292531000057	14	SelfHarmOther	15	3	0.354
67.87534566500108	14	SelfHarmOther	17	3	0.645
86.41244576999816	14	SelfHarmOther	23	4	0.442
100.6125074699994	14	SelfHarmOther	1	1	0.594
118.96666478299812	14	SelfHarmOther	31	4	0.482
137.20216806100143	14	SelfNeutOther	21	1	1.079
153.7230170219991	14	SelfHarmOther	20	4	0.862
168.9718821819988	14	SelfNeutOther	10	2	1.246
183.35906692299977	14	SelfNeutOther	8	2	0.474
198.39393274599934	14	SelfHarmOther	29	2	0.569
217.24985089300026	14	SelfNeutOther	17	1	0.787
233.43610524399992	14	SelfNeutOther	15	1	0.765
249.6375406679981	14	SelfNeutOther	27	2	1.662
268.47397918799834	14	SelfNeutOther	33	2	0.503
286.8764467229994	14	SelfHarmOther	9	3	0.623
302.3630605090002	14	SelfNeutOther	32	1	0.806
318.56542759999866	14	SelfHarmOther	26	3	0.391
337.1017897599995	14	SelfNeutOther	5	1	2.319
351.6198832500013	14	SelfHarmOther	13	3	0.563
368.3740468879987	14	SelfNeutOther	11	2	0.735
382.57477998000104	14	SelfNeutOther	26	1	1.041
