onset	duration	trial_type	item	key	RT
0.002412589998129988	14	OtherHarmOther	6	2	0.659
18.72963709599935	14	SelfHarmOther	20	4	0.839
38.00293096599853	14	SelfNeutOther	23	3	1.186
54.1891618189984	14	CompHarmOther	31	3	1.354
70.42595122999774	14	CompHarmSelf	26	4	1.165
84.95918090600026	14	OtherHarmOther	31	1	1.264
103.41440963700006	14	OtherHarmOther	18	1	0.655
119.98400490099812	14	OtherHarmOther	15	3	1.028
138.83594712099875	14	OtherHarmOther	9	3	1.047
158.32207594499778	14	OtherHarmOther	13	2	0.732
177.1089527080003	14	OtherHarmOther	24	3	0.369
194.0624019349998	14	OtherHarmOther	28	4	1.078
210.73157417499897	14	OtherHarmOther	9	1	0.517
225.31656353599828	14	OtherHarmOther	23	1	0.837
239.51754135800002	14	OtherNeutOther	22	1	0.423
253.68861013899732	14	OtherHarmOther	29	2	0.323
268.5736273509974	14	OtherNeutOther	34	1	0.678
283.1431986139978	14	OtherNeutOther	2	1	0.715
302.41246621699975	14	OtherHarmOther	4	2	0.004
321.6320714639987	14	OtherNeutOther	36	1	0.513
335.98461581899755	14	OtherHarmOther	17	3	1.911
352.5542340760003	14	OtherNeutOther	3	1	0.722
368.7399257029974	14	OtherNeutOther	35	1	0.647
384.94290086399997	14	OtherNeutOther	24	1	0.493
