onset	duration	trial_type	item	key	RT
0.002358766999805084	14	SelfHarmOther	2	1	0.735
16.39722719199972	14	SelfHarmOther	36	1	0.8
30.601701146999858	14	SelfNeutOther	34	1	0.72
44.770610214000044	14	SelfNeutOther	35	1	1.418
62.97447373099976	14	SelfHarmOther	12	3	2.256
81.14441558699991	14	SelfNeutOther	33	1	1.583
97.33098085099982	14	SelfHarmOther	24	4	0.624
115.49895632899961	14	SelfHarmOther	13	1	2.891
129.6843747519997	14	SelfNeutOther	19	1	1.024
145.85306079699967	14	SelfHarmOther	10	3	2.257
160.05635598599974	14	SelfHarmOther	9	4	1.318
178.22548063199974	14	SelfHarmOther	4	4	0.663
196.44654496099974	14	SelfNeutOther	22	1	0.757
210.63113064799973	14	SelfHarmOther	18	1	0.953
226.8681099569999	14	SelfNeutOther	9	1	0.665
241.0368580739996	14	SelfNeutOther	32	0	0.0
255.23853825699962	14	SelfNeutOther	31	1	0.71
271.4433200369999	14	SelfNeutOther	28	1	0.767
289.628875847	14	SelfHarmOther	23	4	2.242
307.83130787499977	14	SelfHarmOther	1	1	0.721
323.9967950229998	14	SelfNeutOther	30	1	1.192
338.21809651299964	14	SelfHarmOther	36	1	2.847
354.40592836899987	14	SelfHarmOther	20	4	1.798
372.609300996	14	SelfNeutOther	13	1	1.675
