onset	duration	trial_type	item	key	RT
0.00358470300125191	14	SelfHarmOther	10	1	0.844
16.41162797099969	14	SelfNeutOther	1	0	0.0
32.63611303899961	14	CompHarmOther	36	2	2.068
46.8198016919996	14	CompHarmSelf	12	0	0.0
61.03906731200004	14	OtherHarmOther	4	2	0.793
79.22541595599978	14	OtherHarmOther	7	1	2.057
97.41187411499959	14	OtherHarmOther	23	2	2.247
111.59822325400091	14	OtherHarmOther	2	2	0.768
125.79888061400015	14	OtherHarmOther	26	1	0.943
141.9530434520002	14	OtherHarmOther	11	1	0.876
156.15410760800114	14	OtherHarmOther	24	2	0.629
172.32365173700055	14	OtherHarmOther	9	2	0.885
190.54385090399956	14	OtherHarmOther	23	1	1.279
208.70083159299975	14	OtherHarmOther	5	1	0.879
224.91682561299967	14	OtherNeutOther	8	1	0.78
243.10417909700118	14	OtherNeutOther	1	1	0.7
259.322205587001	14	OtherNeutOther	12	1	0.942
277.491375824	14	OtherHarmOther	20	2	1.632
291.70970755599956	14	OtherNeutOther	3	1	0.566
305.862431810001	14	OtherNeutOther	6	1	0.621
324.0658793900002	14	OtherHarmOther	18	2	0.966
342.25244092700086	14	OtherNeutOther	25	1	0.681
358.4566962120007	14	OtherNeutOther	14	1	3.26
372.6439242910001	14	OtherHarmOther	13	2	3.906
