onset	duration	trial_type	item	key	RT
0.0024047659999268944	14	SelfHarmOther	4	4	1.254
19.413804820999758	14	SelfHarmOther	7	4	1.387
37.5866225689997	14	SelfHarmOther	18	1	1.983
54.18965926800047	14	SelfHarmOther	25	4	2.298
70.65918947400041	14	SelfHarmOther	5	4	1.188
84.85937086500053	14	SelfHarmOther	24	4	0.696
103.76300017100039	14	SelfHarmOther	16	1	0.681
119.9996430580004	14	SelfHarmOther	14	4	1.086
138.18639598000027	14	SelfNeutOther	26	1	0.492
152.4217508009997	14	SelfNeutOther	8	2	0.764
167.42284425700018	14	SelfNeutOther	24	2	2.105
183.62670788500054	14	SelfNeutOther	15	1	2.248
197.82998113899976	14	SelfNeutOther	11	1	2.267
214.0161196930003	14	SelfHarmOther	9	3	2.331
233.5182225409999	14	SelfHarmOther	19	4	1.834
251.70343882199995	14	SelfNeutOther	20	1	1.868
266.5220984079997	14	SelfNeutOther	4	2	0.797
282.01013838400013	14	SelfNeutOther	1	2	2.685
300.360484797	14	SelfHarmOther	34	4	1.176
317.2818976240005	14	SelfHarmOther	3	3	2.22
334.06793382399974	14	SelfNeutOther	10	2	1.528
348.45345677800015	14	SelfNeutOther	6	1	1.299
366.9414870589999	14	SelfHarmOther	33	3	1.475
381.96086410000044	14	SelfNeutOther	3	1	1.765
