onset	duration	trial_type	item	key	RT
0.002174407999518735	14	SelfHarmOther	22	3	0.849
18.39613487999941	14	OtherHarmOther	19	1	0.709
34.602873272999204	14	OtherHarmOther	14	1	0.675
50.7890667519996	14	SelfNeutOther	11	4	0.565
65.00808796599995	14	CompHarmOther	6	3	0.89
79.1932025139995	14	CompHarmSelf	1	4	1.411
97.43010324199986	14	OtherHarmOther	26	1	1.317
115.63175548399977	14	OtherHarmOther	25	3	0.787
129.8674978429999	14	OtherHarmOther	15	3	1.078
146.1018896229998	14	OtherHarmOther	26	3	0.411
162.33972253699994	14	OtherHarmOther	3	4	1.29
178.54375554299986	14	OtherHarmOther	32	1	0.005
196.72908675599956	14	OtherHarmOther	5	4	0.031
210.96279552599935	14	OtherHarmOther	28	1	0.376
227.168407356	14	OtherNeutOther	3	1	0.484
245.37052377599957	14	OtherNeutOther	20	1	0.355
259.5559074119992	14	OtherHarmOther	19	3	0.715
275.77541188299983	14	OtherNeutOther	29	2	3.65
289.96151541499967	14	OtherNeutOther	22	1	0.842
308.164522348	14	OtherNeutOther	35	1	0.475
322.3511505459992	14	OtherNeutOther	27	1	1.517
338.55398059899926	14	OtherHarmOther	9	4	2.255
352.73811339299937	14	OtherNeutOther	16	3	3.601
370.95805676300006	14	OtherHarmOther	21	4	0.608
