onset	duration	trial_type	item	key	RT
0.0032712689999243594	14	SelfHarmOther	11	0	0.0
15.293199179000112	14	SelfHarmOther	28	3	1.075
29.517997543000092	14	SelfHarmOther	16	1	2.569
45.73755297200023	14	SelfNeutOther	2	1	0.891
59.93791951700041	14	SelfHarmOther	22	3	1.223
74.15746381700046	14	SelfNeutOther	17	1	0.83
90.33006139700046	14	SelfHarmOther	16	3	0.98
108.54835905000073	14	SelfNeutOther	4	1	0.347
126.73285520100035	14	SelfNeutOther	21	1	0.591
144.93545610100045	14	SelfNeutOther	27	1	0.5
159.12124933700034	14	SelfHarmOther	33	3	1.396
177.34128891799992	14	SelfHarmOther	7	3	1.59
193.54449582899997	14	SelfHarmOther	30	3	0.433
207.76293333300055	14	SelfHarmOther	3	3	0.855
223.94081956599985	14	SelfHarmOther	6	3	1.175
240.1849345569999	14	SelfHarmOther	32	3	0.447
256.3713759600005	14	SelfHarmOther	34	3	0.266
274.60772343700046	14	SelfNeutOther	20	1	0.714
290.7782087980004	14	SelfNeutOther	24	1	0.436
306.99655647800046	14	SelfNeutOther	18	1	0.576
325.1821786440005	14	SelfNeutOther	29	1	1.225
339.4001531820004	14	SelfHarmOther	35	3	0.86
353.5869107130002	14	SelfNeutOther	15	1	1.526
371.773689396	14	SelfNeutOther	10	3	0.714
