onset	duration	trial_type	item	key	RT
0.002278365999700327	14	SelfHarmOther	0	1	1.025
18.412371435999376	14	SelfNeutOther	0	1	0.542
32.63574819099995	14	SelfNeutOther	0	1	0.845
46.83622926099997	14	SelfHarmOther	0	2	0.719
63.00672780900004	14	SelfHarmOther	0	2	0.894
79.21003034899968	14	SelfHarmOther	0	2	2.296
93.4109997380001	14	SelfHarmOther	0	2	1.644
107.59620498200002	14	SelfHarmOther	0	2	1.713
125.78382215799957	14	SelfNeutOther	0	1	1.696
141.98761503100013	14	SelfNeutOther	0	1	1.03
158.17267086999982	14	SelfHarmOther	0	3	1.796
172.39025762999972	14	SelfHarmOther	0	2	0.868
190.54476790599983	14	SelfHarmOther	0	1	0.878
208.74929044500004	14	SelfHarmOther	0	3	0.814
226.91682039499938	14	SelfHarmOther	0	2	2.381
245.1197497180001	14	SelfHarmOther	0	2	0.862
261.3079030839999	14	SelfHarmOther	0	3	3.022
275.5076007689995	14	SelfNeutOther	0	1	1.666
289.67579139899954	14	SelfNeutOther	0	1	1.404
305.89649156199994	14	SelfNeutOther	0	1	0.462
322.06582784500006	14	SelfNeutOther	0	1	1.052
340.2873735719995	14	SelfNeutOther	0	1	0.98
356.47345528499955	14	SelfNeutOther	0	1	1.119
370.6724598290002	14	SelfNeutOther	0	1	1.066
