onset	duration	trial_type	item	key	RT
0.00275484099984169	14	OtherHarmOther	17	1	0.885
18.412665249999918	14	SelfHarmOther	8	1	0.919
33.51875447400016	14	SelfNeutOther	5	2	1.486
49.73834842100041	14	OtherHarmOther	20	1	0.411
64.5401997730005	14	CompHarmOther	26	2	0.551
79.07456099100091	14	CompHarmSelf	25	2	0.766
97.56289812900104	14	OtherHarmOther	21	2	0.778
116.06541807900066	14	OtherHarmOther	16	1	1.262
130.61861007900006	14	OtherHarmOther	18	1	0.706
149.2041835400014	14	OtherHarmOther	29	1	1.379
164.05560056100148	14	OtherHarmOther	29	1	1.03
180.9255729380002	14	OtherNeutOther	10	1	1.397
197.31163332400138	14	OtherHarmOther	19	1	1.248
211.49639626800126	14	OtherNeutOther	24	1	0.718
227.6839555660008	14	OtherNeutOther	27	1	0.754
244.51980142200046	14	OtherHarmOther	17	2	0.837
263.055769640001	14	OtherHarmOther	27	2	0.537
277.8086344550011	14	OtherHarmOther	15	1	0.795
294.6122011910011	14	OtherNeutOther	2	1	1.537
311.86587080500067	14	OtherHarmOther	14	1	1.563
330.1006118050009	14	OtherNeutOther	21	1	0.815
348.67000886000096	14	OtherNeutOther	4	1	1.154
366.1401749500001	14	OtherNeutOther	15	1	0.549
380.3245264490015	14	OtherHarmOther	31	2	0.564
