onset	duration	trial_type	item	key	RT
0.0022027680006431183	14	SelfHarmOther	0	0	0.0
15.360954783000125	14	SelfHarmOther	0	2	2.649
33.52033755800039	14	SelfHarmOther	0	3	2.542
49.73860973699993	14	SelfHarmOther	0	3	2.738
67.9073078270003	14	SelfHarmOther	0	3	2.467
86.1294912000003	14	SelfHarmOther	0	2	1.723
102.29725865900036	14	SelfHarmOther	0	1	1.792
118.50133720700069	14	SelfNeutOther	0	1	1.869
134.6846675350007	14	SelfHarmOther	0	3	1.44
152.90679604600064	14	SelfNeutOther	0	1	0.9
169.09393445100068	14	SelfNeutOther	0	1	0.825
183.30890273300065	14	SelfNeutOther	0	1	0.656
197.47752706100073	14	SelfNeutOther	0	1	0.579
211.6640227150001	14	SelfNeutOther	0	1	1.557
229.86902089200066	14	SelfHarmOther	0	2	2.238
248.05564099500043	14	SelfNeutOther	0	1	1.546
264.2903293190002	14	SelfNeutOther	0	1	0.927
282.47627821900005	14	SelfNeutOther	0	1	0.899
296.67799172500054	14	SelfNeutOther	0	1	1.326
310.8629913520008	14	SelfHarmOther	0	2	1.583
327.0865529700004	14	SelfHarmOther	0	2	1.786
345.27012442700016	14	SelfNeutOther	0	1	0.743
361.4898815360002	14	SelfHarmOther	0	2	1.225
375.67326574900017	14	SelfHarmOther	0	3	2.012
