onset	duration	trial_type	item	key	RT
0.0016861870000184354	14	SelfHarmOther	1	0	0.0
17.344281033000016	14	OtherHarmOther	1	1	3.094
31.55008138000005	14	OtherHarmOther	25	1	2.538
45.73042243500004	14	OtherHarmOther	6	1	1.605
63.94030962700003	14	OtherHarmOther	26	1	2.449
78.12484695	14	OtherHarmOther	3	1	2.491
96.327565574	14	SelfNeutOther	20	3	1.349
110.53013760800002	14	OtherNeutOther	14	1	0.965
128.7474321850001	14	CompHarmOther	18	4	0.94
146.9200237450001	14	CompHarmSelf	13	4	0.5
165.15767348200006	14	OtherHarmOther	9	4	0.707
179.358405134	14	OtherHarmOther	24	4	1.112
195.57738560099995	14	OtherHarmOther	4	4	0.636
209.74641541000017	14	OtherHarmOther	10	4	0.709
223.9841111940001	14	OtherHarmOther	23	3	0.761
240.20245135100015	14	OtherNeutOther	5	1	0.87
258.3877108570001	14	OtherNeutOther	7	1	0.828
274.5910940540001	14	OtherHarmOther	36	4	0.74
292.7786942910001	14	OtherNeutOther	12	1	1.093
308.9637100230001	14	OtherNeutOther	11	1	1.026
325.16607128	14	OtherNeutOther	23	1	0.762
341.385885907	14	OtherHarmOther	12	4	0.6
357.58406865400013	14	OtherHarmOther	2	4	0.67
371.78954377499997	14	OtherNeutOther	8	1	1.187
